7.382871203467065158e+00 6.380684727756943397e-01
-7.382871203467033183e+00 6.380684727756998909e-01
7.268883000830555829e+00 1.108792684946475982e+00
-7.268883000830604679e+00 1.108792684946485529e+00
-7.146072084908152711e+00 1.450478382435642200e+00
7.146072084908138500e+00 1.450478382435639757e+00
-6.121017400051864676e+00 3.840824731644271406e+00
6.121017400051845136e+00 3.840824731644386869e+00
1.968430624240292623e-02 7.155567919056484705e+00
-1.968430624241373703e-02 7.155567919063780202e+00
